2014-08-11,12183
2014-08-12,7528
2014-08-13,6242
2014-08-14,2771
2014-08-15,6140
2014-08-16,12873
2014-08-17,396
2014-08-18,2475
2014-08-19,6042
2014-08-20,7727
2014-08-21,12874
2014-08-22,5843
2014-08-23,13670
2014-08-24,9608
2014-08-25,15057
2014-08-26,16580
2014-08-27,17228
2014-08-28,17632
2014-08-29,16504
2014-08-30,17850
2014-08-31,4160
2014-09-01,9609
2014-09-02,11765
2014-09-03,10967
2014-09-04,9585
2014-09-05,13056
2014-09-06,14712
2014-09-07,15376
2014-09-08,10684
2014-09-09,4633
